month,year,state,handgun,long_gun,other,multiple
5,2015,Maine,2593,2273,110,108
5,2015,Mariana Islands,0,1,0,0
5,2015,Maryland,2665,3972,88,14
5,2015,Massachusetts,4529,2296,267,111
5,2015,Michigan,9289,6839,260,163
5,2015,Minnesota,8050,7795,382,284
5,2015,Mississippi,6734,3669,159,238
5,2015,Missouri,17111,10085,799,730
5,2015,Montana,2840,4108,75,223
5,2015,Nebraska,104,1455,13,11
5,2015,Nevada,4200,2611,170,212
5,2015,New Hampshire,3813,2468,55,1
5,2015,New Jersey,4118,2453,133,0
5,2015,New Mexico,5143,3645,268,254
5,2015,New York,7767,10516,449,114
5,2015,North Carolina,1155,8393,482,182
5,2015,North Dakota,1507,2349,49,68
5,2015,Ohio,22978,12473,1026,958
5,2015,Oklahoma,11082,7434,845,674
5,2015,Oregon,10537,8722,0,0
5,2015,Pennsylvania,38419,6825,0,0
5,2015,Puerto Rico,1263,149,36,17
5,2015,Rhode Island,865,520,35,122
5,2015,South Carolina,7725,4088,395,273
5,2015,South Dakota,2260,2932,139,129
5,2015,Tennessee,18928,10314,0,773
5,2015,Texas,44935,29899,2679,2233
5,2015,Utah,2927,2935,141,161
5,2015,Vermont,1152,921,47,48
5,2015,Virgin Islands,12,2,0,2
5,2015,Virginia,17065,9854,680,0
5,2015,Washington,12928,8555,1034,461
5,2015,West Virginia,5596,4499,185,383
5,2015,Wisconsin,10130,8532,483,28
5,2015,Wyoming,1758,1871,93,97
4,2015,Alabama,14929,9809,602,628
4,2015,Alaska,3107,2908,186,200
4,2015,Arizona,11236,6438,694,450
4,2015,Arkansas,4951,4514,168,294
4,2015,California,35479,25542,4370,0
4,2015,Colorado,15865,11795,935,961
4,2015,Connecticut,9624,3635,122,0
4,2015,Delaware,1720,1228,64,57
4,2015,District of Columbia,49,2,0,0
4,2015,Florida,40786,18180,1996,1351
4,2015,Georgia,11926,6472,336,426
4,2015,Guam,84,42,15,5
4,2015,Hawaii,0,0,0,0
4,2015,Idaho,2712,3727,140,161
4,2015,Illinois,19123,9918,0,659
4,2015,Indiana,16372,10732,823,541
4,2015,Iowa,211,2163,13,4
4,2015,Kansas,5754,4392,242,264
4,2015,Kentucky,8012,6829,245,482
4,2015,Louisiana,9998,6632,588,447
4,2015,Maine,3112,2984,142,158
4,2015,Mariana Islands,0,2,0,0
4,2015,Maryland,3227,5116,100,16
4,2015,Massachusetts,5205,2642,354,135
4,2015,Michigan,10428,8134,389,170
4,2015,Minnesota,9626,10862,503,365
4,2015,Mississippi,6771,4061,181,259
4,2015,Missouri,17715,12531,812,926
4,2015,Montana,2695,4166,97,189
4,2015,Nebraska,134,1586,12,2
4,2015,Nevada,3891,2533,189,220
4,2015,New Hampshire,4277,3015,97,1
4,2015,New Jersey,4462,3002,130,0
4,2015,New Mexico,5084,3754,287,219
4,2015,New York,9004,13499,557,149
4,2015,North Carolina,950,9667,535,202
4,2015,North Dakota,1530,2666,77,80
4,2015,Ohio,26841,16124,1256,1022
4,2015,Oklahoma,12508,8819,841,776
4,2015,Oregon,11238,9305,0,0
4,2015,Pennsylvania,45156,7908,0,0
4,2015,Puerto Rico,954,170,25,13
4,2015,Rhode Island,931,594,66,113
4,2015,South Carolina,8123,4493,364,286
4,2015,South Dakota,2474,3118,162,157
4,2015,Tennessee,19190,11361,0,836
4,2015,Texas,41412,29218,2447,2052
4,2015,Utah,2720,3124,134,153
4,2015,Vermont,1470,1477,57,74
4,2015,Virgin Islands,18,6,0,1
4,2015,Virginia,18272,12038,686,0
4,2015,Washington,14397,9063,1206,506
4,2015,West Virginia,6777,5845,206,371
4,2015,Wisconsin,11606,12006,564,43
4,2015,Wyoming,1668,1995,70,97
3,2015,Alabama,17870,12707,701,732
3,2015,Alaska,3114,3092,206,171
3,2015,Arizona,12720,7999,777,579
3,2015,Arkansas,7010,5843,198,312
3,2015,California,38597,30120,3822,0
3,2015,Colorado,17716,14259,939,1112
3,2015,Connecticut,11432,4709,250,0
3,2015,Delaware,2145,1741,77,75
3,2015,District of Columbia,62,4,0,2
3,2015,Florida,46739,22690,2279,1664
3,2015,Georgia,16366,9436,459,583
3,2015,Guam,96,47,13,5
3,2015,Hawaii,0,0,0,0
3,2015,Idaho,3303,4416,179,165
3,2015,Illinois,17517,10329,0,681
3,2015,Indiana,22176,13898,1201,670
3,2015,Iowa,295,3211,24,7
3,2015,Kansas,6823,5529,296,317
3,2015,Kentucky,10407,8327,283,529
3,2015,Louisiana,12506,9438,797,589
3,2015,Maine,3634,3215,207,156
3,2015,Mariana Islands,0,2,0,0
3,2015,Maryland,3235,5268,134,18
3,2015,Massachusetts,6905,3446,380,172
3,2015,Michigan,13506,10617,431,228
3,2015,Minnesota,10796,12244,575,409
3,2015,Mississippi,8788,5791,276,312
3,2015,Missouri,23164,15636,1086,1037
3,2015,Montana,3203,4804,125,234
3,2015,Nebraska,123,2037,16,7
3,2015,Nevada,4938,3075,242,271
3,2015,New Hampshire,4853,3215,105,0
3,2015,New Jersey,4924,3456,149,0
3,2015,New Mexico,6149,4853,357,275
3,2015,New York,9776,14574,663,154
3,2015,North Carolina,1182,12154,639,208
3,2015,North Dakota,2086,3302,92,105
3,2015,Ohio,32293,20400,1797,1350
3,2015,Oklahoma,14307,10437,981,892
3,2015,Oregon,12693,11105,0,0
3,2015,Pennsylvania,56770,10644,0,0
3,2015,Puerto Rico,1131,163,59,17
3,2015,Rhode Island,1038,743,54,112
3,2015,South Carolina,9999,6364,446,324
3,2015,South Dakota,3103,4041,169,193
3,2015,Tennessee,22617,14513,0,967
3,2015,Texas,53371,36853,2987,2534
3,2015,Utah,3186,3867,159,161
3,2015,Vermont,1522,1485,51,54
3,2015,Virgin Islands,9,3,0,0
3,2015,Virginia,22865,15230,923,0
3,2015,Washington,15965,11213,1310,536
3,2015,West Virginia,9314,6894,307,503
3,2015,Wisconsin,14792,14421,680,33
3,2015,Wyoming,2023,2247,96,127
2,2015,Alabama,23552,14293,844,1109
2,2015,Alaska,3032,2552,211,252
2,2015,Arizona,13951,8211,754,677
2,2015,Arkansas,8799,7037,201,621
2,2015,California,37478,27480,4417,0
2,2015,Colorado,18284,12985,936,1170
2,2015,Connecticut,9806,3890,246,0
2,2015,Delaware,2135,1681,79,75
2,2015,District of Columbia,53,0,0,0
2,2015,Florida,52791,24827,2303,1974
2,2015,Georgia,22438,11166,493,962
2,2015,Guam,86,47,11,3
2,2015,Hawaii,0,0,0,0
2,2015,Idaho,3723,4415,206,274
2,2015,Illinois,23614,13379,0,1014
2,2015,Indiana,24373,13650,1152,653
2,2015,Iowa,268,2984,35,7
2,2015,Kansas,7694,6109,320,477
2,2015,Kentucky,13909,9486,310,1042
2,2015,Louisiana,13427,9717,631,643
2,2015,Maine,2962,2545,169,145
2,2015,Mariana Islands,0,3,2,0
2,2015,Maryland,2815,4670,144,23
2,2015,Massachusetts,4621,2174,295,129
2,2015,Michigan,13093,9906,414,200
2,2015,Minnesota,9846,9858,645,374
2,2015,Mississippi,11559,6964,258,524
2,2015,Missouri,26048,15858,1120,1346
2,2015,Montana,3178,4248,131,314
2,2015,Nebraska,133,2156,25,2
2,2015,Nevada,5338,3100,229,271
2,2015,New Hampshire,4184,2529,109,3
2,2015,New Jersey,4101,3005,123,0
2,2015,New Mexico,6039,4625,342,447
2,2015,New York,8512,13343,643,153
2,2015,North Carolina,1364,14638,772,396
2,2015,North Dakota,1862,2783,106,94
2,2015,Ohio,34137,18836,1682,1595
2,2015,Oklahoma,16251,10864,932,1241
2,2015,Oregon,13230,10932,0,0
2,2015,Pennsylvania,51886,8727,0,0
2,2015,Puerto Rico,1054,187,11,23
2,2015,Rhode Island,922,635,59,136
2,2015,South Carolina,13831,7072,500,502
2,2015,South Dakota,3449,4167,173,211
2,2015,Tennessee,27069,16763,0,1226
2,2015,Texas,60204,39798,3091,3489
2,2015,Utah,3668,4018,211,217
2,2015,Vermont,1649,1421,83,65
2,2015,Virgin Islands,8,2,0,0
2,2015,Virginia,23999,15237,1040,0
2,2015,Washington,15771,11434,1431,741
2,2015,West Virginia,9538,7719,262,721
2,2015,Wisconsin,13332,12361,746,61
2,2015,Wyoming,2131,2092,117,155
1,2015,Alabama,16291,12944,849,739
1,2015,Alaska,2439,2050,225,107
1,2015,Arizona,10585,6808,723,510
1,2015,Arkansas,5295,5760,202,319
1,2015,California,37560,23524,4060,0
1,2015,Colorado,15739,11932,1031,897
1,2015,Connecticut,9910,3891,211,0
1,2015,Delaware,1910,1596,82,84
1,2015,District of Columbia,55,6,0,0
1,2015,Florida,43909,21939,2433,1752
1,2015,Georgia,13650,9280,404,578
1,2015,Guam,101,49,13,1
1,2015,Hawaii,0,0,0,0
1,2015,Idaho,2568,3342,187,153
1,2015,Illinois,20682,12203,0,818
1,2015,Indiana,18433,11935,1081,597
1,2015,Iowa,197,2486,44,9
1,2015,Kansas,5724,5577,331,304
1,2015,Kentucky,9629,7663,241,535
1,2015,Louisiana,10760,10358,789,498
1,2015,Maine,2617,2285,168,117
1,2015,Mariana Islands,0,0,1,0
1,2015,Maryland,2542,4795,108,12
1,2015,Massachusetts,5139,2568,337,123
1,2015,Michigan,9260,7923,436,191
1,2015,Minnesota,8181,7949,604,324
1,2015,Mississippi,6798,6220,261,314
1,2015,Missouri,21243,13943,1185,900
1,2015,Montana,2204,3380,114,180
1,2015,Nebraska,169,2057,21,6
1,2015,Nevada,3936,2553,219,241
1,2015,New Hampshire,4097,2652,118,0
1,2015,New Jersey,3854,3163,127,0
1,2015,New Mexico,4548,3689,353,388
1,2015,New York,9002,12478,597,141
1,2015,North Carolina,1291,13043,641,213
1,2015,North Dakota,1672,2793,81,83
1,2015,Ohio,26268,16186,1678,1164
1,2015,Oklahoma,13234,9811,1006,832
1,2015,Oregon,10601,8766,0,0
1,2015,Pennsylvania,44966,7800,0,0
1,2015,Puerto Rico,1031,148,11,18
1,2015,Rhode Island,886,622,63,140
1,2015,South Carolina,8767,6156,507,289
1,2015,South Dakota,2399,3631,188,147
1,2015,Tennessee,22197,15007,0,970
1,2015,Texas,44153,36397,2852,2306
1,2015,Utah,2923,3317,198,135
1,2015,Vermont,1171,1081,72,46
1,2015,Virgin Islands,7,4,1,0
1,2015,Virginia,21023,14433,844,0
1,2015,Washington,13781,9419,1423,473
1,2015,West Virginia,6881,5876,289,406
1,2015,Wisconsin,9703,9221,608,49
1,2015,Wyoming,1646,1830,106,100
12,2014,Alabama,23630,29449,773,1130
12,2014,Alaska,4259,4189,305,202
12,2014,Arizona,14200,11509,842,588
12,2014,Arkansas,8260,14121,191,398
12,2014,California,66770,47409,6956,0
12,2014,Colorado,20924,19494,1067,1185
12,2014,Connecticut,11516,5542,257,0
12,2014,Delaware,2320,3079,89,91
12,2014,District of Columbia,50,3,0,0
12,2014,Florida,50412,37098,2500,1954
12,2014,Georgia,19541,22872,539,786
12,2014,Guam,117,58,21,7
12,2014,Hawaii,0,0,0,0
12,2014,Idaho,4260,6913,227,205
12,2014,Illinois,24857,19709,0,1013
12,2014,Indiana,23399,21186,1044,835
12,2014,Iowa,260,5574,39,6
12,2014,Kansas,7333,10739,363,438
12,2014,Kentucky,14308,17629,308,720
12,2014,Louisiana,15337,25507,740,808
12,2014,Maine,3653,4701,223,162
12,2014,Mariana Islands,0,0,0,0
12,2014,Maryland,2839,8357,115,12
12,2014,Massachusetts,5486,3263,383,183
12,2014,Michigan,11860,15576,433,222
12,2014,Minnesota,9357,13082,577,369
12,2014,Mississippi,10726,17253,268,455
12,2014,Missouri,27713,25507,1224,1155
12,2014,Montana,3913,6802,109,273
12,2014,Nebraska,184,4455,29,11
12,2014,Nevada,5202,4356,285,298
12,2014,New Hampshire,5059,4122,100,2
12,2014,New Jersey,3796,4768,148,0
12,2014,New Mexico,6575,6721,383,331
12,2014,New York,9349,21403,604,164
12,2014,North Carolina,1745,27082,658,230
12,2014,North Dakota,2020,4018,74,101
12,2014,Ohio,35658,30752,1609,1436
12,2014,Oklahoma,19055,20488,1054,1183
12,2014,Oregon,14346,13994,0,0
12,2014,Pennsylvania,61828,12737,0,0
12,2014,Puerto Rico,1158,205,12,30
12,2014,Rhode Island,895,894,59,133
12,2014,South Carolina,11905,14320,477,408
12,2014,South Dakota,3098,5897,160,155
12,2014,Tennessee,30117,30298,0,1404
12,2014,Texas,66280,78321,3420,3302
12,2014,Utah,4744,8018,206,238
12,2014,Vermont,1306,1715,70,57
12,2014,Virgin Islands,13,0,0,0
12,2014,Virginia,24410,24225,1092,0
12,2014,Washington,19476,15253,1647,657
12,2014,West Virginia,9844,12767,338,533
12,2014,Wisconsin,12139,14806,574,43
12,2014,Wyoming,2729,3383,111,118
11,2014,Alabama,16301,22502,544,963
11,2014,Alaska,3047,3798,257,214
11,2014,Arizona,9974,9362,643,477
11,2014,Arkansas,5277,12356,166,337
11,2014,California,43779,34964,4087,0
11,2014,Colorado,15478,16152,847,1235
11,2014,Connecticut,9106,4957,167,0
11,2014,Delaware,1846,2649,78,55
11,2014,District of Columbia,43,2,0,0
11,2014,Florida,39126,30723,1974,1805
11,2014,Georgia,12951,16489,418,706
11,2014,Guam,89,47,17,7
11,2014,Hawaii,0,0,0,0
11,2014,Idaho,2611,5013,168,163
11,2014,Illinois,19282,18280,0,880
11,2014,Indiana,16681,20381,824,690
11,2014,Iowa,174,5018,19,4
11,2014,Kansas,5428,9622,227,371
11,2014,Kentucky,8807,15632,228,554
11,2014,Louisiana,10660,19375,548,642
11,2014,Maine,2356,4426,137,142
11,2014,Mariana Islands,0,1,0,1
11,2014,Maryland,2290,8896,84,13
11,2014,Massachusetts,4698,3370,360,165
11,2014,Michigan,8752,17256,281,189
11,2014,Minnesota,6462,13470,405,311
11,2014,Mississippi,6019,13482,207,349
11,2014,Missouri,23419,26565,841,1120
11,2014,Montana,2442,5296,92,209
11,2014,Nebraska,135,3757,20,5
11,2014,Nevada,3807,3308,230,236
11,2014,New Hampshire,3838,3784,72,1
11,2014,New Jersey,3141,4357,114,0
11,2014,New Mexico,4734,5370,261,260
11,2014,New York,6959,22126,489,145
11,2014,North Carolina,1210,22312,483,226
11,2014,North Dakota,1447,4023,69,110
11,2014,Ohio,26893,32001,1413,1294
11,2014,Oklahoma,14060,17558,911,1011
11,2014,Oregon,10465,11486,0,0
11,2014,Pennsylvania,57010,13907,22,0
11,2014,Puerto Rico,1146,171,14,21
11,2014,Rhode Island,836,796,48,132
11,2014,South Carolina,8668,10869,412,415
11,2014,South Dakota,2231,5750,115,150
11,2014,Tennessee,21010,24913,0,1053
11,2014,Texas,47340,58551,2544,2815
11,2014,Utah,3189,5890,146,213
11,2014,Vermont,932,1814,47,36
11,2014,Virgin Islands,12,2,0,0
11,2014,Virginia,19685,23164,898,0
11,2014,Washington,16080,13996,1886,626
11,2014,West Virginia,6057,12780,181,456
11,2014,Wisconsin,8645,16950,434,51
11,2014,Wyoming,1675,2637,85,99
10,2014,Alabama,13930,14643,507,811
10,2014,Alaska,3997,4406,246,290
10,2014,Arizona,9557,7966,577,517
10,2014,Arkansas,5164,9255,138,356
10,2014,California,42829,30607,3536,0
10,2014,Colorado,14704,14649,746,1065
10,2014,Connecticut,8934,4654,119,0
10,2014,Delaware,1562,1941,65,74
10,2014,District of Columbia,50,1,0,1
10,2014,Florida,38428,23668,1904,1742
10,2014,Georgia,11239,12696,337,609
10,2014,Guam,112,40,14,6
10,2014,Hawaii,0,0,0,0
10,2014,Idaho,2351,5239,125,175
10,2014,Illinois,17927,14023,0,778
10,2014,Indiana,16054,15005,733,615
10,2014,Iowa,176,3667,22,3
10,2014,Kansas,4725,6092,248,299
10,2014,Kentucky,8530,11463,211,654
10,2014,Louisiana,9658,15343,519,670
10,2014,Maine,2800,6552,117,180
10,2014,Mariana Islands,0,2,0,0
10,2014,Maryland,2410,5964,104,15
10,2014,Massachusetts,4902,3343,272,174
10,2014,Michigan,8642,13602,279,199
10,2014,Minnesota,7461,17386,407,374
10,2014,Mississippi,6024,8325,176,355
10,2014,Missouri,18128,20255,834,1037
10,2014,Montana,2651,6683,88,239
10,2014,Nebraska,130,2698,13,3
10,2014,Nevada,3830,2880,195,241
10,2014,New Hampshire,3975,4109,90,2
10,2014,New Jersey,3583,3736,116,0
10,2014,New Mexico,4910,4780,246,409
10,2014,New York,8190,21900,392,152
10,2014,North Carolina,1155,15491,465,230
10,2014,North Dakota,1598,5306,62,98
10,2014,Ohio,25552,22111,1495,1289
10,2014,Oklahoma,12353,12430,717,931
10,2014,Oregon,9939,10701,0,0
10,2014,Pennsylvania,50150,10758,0,0
10,2014,Puerto Rico,1151,195,8,22
10,2014,Rhode Island,907,806,55,110
10,2014,South Carolina,7251,7633,271,300
10,2014,South Dakota,2172,6508,122,151
10,2014,Tennessee,19184,17453,0,893
10,2014,Texas,39725,44864,2317,2636
10,2014,Utah,2335,4064,83,155
10,2014,Vermont,1130,1853,57,58
10,2014,Virgin Islands,27,1,0,0
10,2014,Virginia,18009,17273,934,0
10,2014,Washington,13942,12017,1205,584
10,2014,West Virginia,6080,9459,178,485
10,2014,Wisconsin,10459,16475,456,41
10,2014,Wyoming,1597,2630,56,113
9,2014,Alabama,12337,13130,456,721
9,2014,Alaska,2416,3273,120,170
9,2014,Arizona,8689,7451,606,520
9,2014,Arkansas,4074,6480,115,349
9,2014,California,37720,28503,3278,0
9,2014,Colorado,13033,12658,639,899
9,2014,Connecticut,7785,3660,144,0
9,2014,Delaware,1370,1688,45,58
9,2014,District of Columbia,47,1,0,0
9,2014,Florida,37253,21661,1791,1722
9,2014,Georgia,9973,9497,294,518
9,2014,Guam,86,44,47,4
9,2014,Hawaii,0,0,0,0
9,2014,Idaho,2367,4956,69,174
9,2014,Illinois,16060,12191,0,821
9,2014,Indiana,13876,12326,647,615
9,2014,Iowa,178,2660,23,4
9,2014,Kansas,3935,5343,187,263
9,2014,Kentucky,6912,8077,183,498
9,2014,Louisiana,11352,16638,518,819
9,2014,Maine,2440,4596,120,171
9,2014,Mariana Islands,0,2,0,0
9,2014,Maryland,2282,4797,87,13
9,2014,Massachusetts,4098,2420,254,129
9,2014,Michigan,7668,12051,242,179
9,2014,Minnesota,6621,15768,375,303
9,2014,Mississippi,7427,8847,190,426
9,2014,Missouri,14837,14838,646,891
9,2014,Montana,2562,5273,76,219
9,2014,Nebraska,90,2156,13,6
9,2014,Nevada,3517,2803,153,244
9,2014,New Hampshire,3466,3192,67,2
9,2014,New Jersey,3492,2854,124,0
9,2014,New Mexico,4080,4168,203,244
9,2014,New York,7350,16835,455,125
9,2014,North Carolina,926,12314,364,202
9,2014,North Dakota,1389,3798,49,87
9,2014,Ohio,20852,17783,912,1066
9,2014,Oklahoma,10040,10567,573,877
9,2014,Oregon,9089,10389,0,0
9,2014,Pennsylvania,42506,8823,0,0
9,2014,Puerto Rico,1018,224,11,26
9,2014,Rhode Island,779,627,49,105
9,2014,South Carolina,6192,6127,253,297
9,2014,South Dakota,2006,4479,109,156
9,2014,Tennessee,16841,14442,0,805
9,2014,Texas,34837,46899,1949,2376
9,2014,Utah,2458,4059,90,144
9,2014,Vermont,1033,1604,45,57
9,2014,Virgin Islands,8,4,0,0
9,2014,Virginia,16028,14835,754,0
9,2014,Washington,11366,10589,919,532
9,2014,West Virginia,5203,7365,189,425
9,2014,Wisconsin,9224,13579,412,31
9,2014,Wyoming,1514,2483,53,97
8,2014,Alabama,13082,11806,504,781
8,2014,Alaska,2923,3852,143,231
8,2014,Arizona,9189,7159,616,500
8,2014,Arkansas,4075,5296,102,300
8,2014,California,38710,30590,3454,0
8,2014,Colorado,14088,12531,639,908
8,2014,Connecticut,6001,2553,77,0
8,2014,Delaware,1427,1623,53,53
8,2014,District of Columbia,44,3,0,0
8,2014,Florida,37260,19794,2009,1649
8,2014,Georgia,10608,8358,291,502
8,2014,Guam,82,47,29,4
8,2014,Hawaii,0,0,0,0
8,2014,Idaho,2298,3968,97,164
8,2014,Illinois,16532,12191,0,716
8,2014,Indiana,15459,12168,662,540
8,2014,Iowa,117,2205,18,3
8,2014,Kansas,3930,4968,201,304
8,2014,Kentucky,7230,7382,155,558
8,2014,Louisiana,10024,10791,575,589
8,2014,Maine,2299,3387,113,137
8,2014,Mariana Islands,0,0,0,0
8,2014,Maryland,2393,4587,62,10
8,2014,Massachusetts,4868,2726,320,181
8,2014,Michigan,7886,9867,267,172
8,2014,Minnesota,6595,11540,378,327
8,2014,Mississippi,5690,6078,176,314
8,2014,Missouri,17329,14418,677,1015
8,2014,Montana,2712,4427,68,228
8,2014,Nebraska,81,1878,8,4
8,2014,Nevada,3749,2720,189,268
8,2014,New Hampshire,3616,3162,74,2
8,2014,New Jersey,3653,3035,140,0
8,2014,New Mexico,4498,3949,205,260
8,2014,New York,7025,13388,415,124
8,2014,North Carolina,930,12038,448,246
8,2014,North Dakota,1353,2979,49,79
8,2014,Ohio,20742,16787,939,1031
8,2014,Oklahoma,10714,9635,600,878
8,2014,Oregon,8476,8157,0,0
8,2014,Pennsylvania,40384,8958,0,0
8,2014,Puerto Rico,1078,256,8,31
8,2014,Rhode Island,790,683,37,100
8,2014,South Carolina,6621,5989,329,285
8,2014,South Dakota,1972,3693,72,136
8,2014,Tennessee,17136,14233,0,862
8,2014,Texas,38172,43507,2309,2337
8,2014,Utah,2364,3132,87,123
8,2014,Vermont,1020,1177,30,47
8,2014,Virgin Islands,11,1,0,1
8,2014,Virginia,16034,13675,792,0
8,2014,Washington,11570,9239,867,488
8,2014,West Virginia,5236,5986,180,380
8,2014,Wisconsin,8526,11849,388,35
8,2014,Wyoming,1517,1964,46,83
7,2014,Alabama,11554,9544,492,600
7,2014,Alaska,2565,2564,109,130
7,2014,Arizona,8216,5610,557,453
7,2014,Arkansas,3668,3928,133,245
7,2014,California,34912,24482,3254,0
7,2014,Colorado,13288,10489,627,788
7,2014,Connecticut,4141,1489,92,0
7,2014,Delaware,1301,1333,64,61
7,2014,District of Columbia,44,4,0,1
7,2014,Florida,33878,17356,1737,1419
7,2014,Georgia,8998,5971,261,428
7,2014,Guam,72,38,12,4
7,2014,Hawaii,0,0,0,0
7,2014,Idaho,1970,2823,81,132
7,2014,Illinois,15798,9607,0,687
7,2014,Indiana,13475,9126,555,471
7,2014,Iowa,119,1606,14,2
7,2014,Kansas,3884,3623,201,211
7,2014,Kentucky,6375,5428,151,484
7,2014,Louisiana,7931,7199,489,427
7,2014,Maine,1995,2381,101,124
7,2014,Mariana Islands,0,2,0,0
7,2014,Maryland,1953,3534,91,11
7,2014,Massachusetts,3922,2154,292,118
7,2014,Michigan,7133,6479,228,141
7,2014,Minnesota,6012,7192,285,237
7,2014,Mississippi,4733,3874,133,259
7,2014,Missouri,12678,9729,570,682
7,2014,Montana,2111,3279,73,182
7,2014,Nebraska,75,1241,10,4
7,2014,Nevada,3359,2279,209,214
7,2014,New Hampshire,3126,2456,61,0
7,2014,New Jersey,3989,2681,122,0
7,2014,New Mexico,3803,3193,230,249
7,2014,New York,7428,9573,338,90
7,2014,North Carolina,787,8442,392,191
7,2014,North Dakota,1150,2145,48,73
7,2014,Ohio,19770,14202,1000,875
7,2014,Oklahoma,9523,7517,644,769
7,2014,Oregon,7888,6998,0,0
7,2014,Pennsylvania,34544,6543,0,0
7,2014,Puerto Rico,950,214,9,27
7,2014,Rhode Island,686,564,31,85
7,2014,South Carolina,5453,4095,294,271
7,2014,South Dakota,1816,2559,134,115
7,2014,Tennessee,15442,10414,0,701
7,2014,Texas,32736,28145,2088,2043
7,2014,Utah,1990,2532,69,109
7,2014,Vermont,916,888,34,30
7,2014,Virgin Islands,13,7,0,0
7,2014,Virginia,15727,11605,699,0
7,2014,Washington,10715,7606,839,476
7,2014,West Virginia,4847,4587,163,325
7,2014,Wisconsin,7883,7746,364,40
7,2014,Wyoming,1425,1691,65,89
6,2014,Alabama,11437,10279,417,568
6,2014,Alaska,2627,2467,130,155
6,2014,Arizona,8507,5496,590,456
6,2014,Arkansas,3859,3788,98,231
6,2014,California,34232,24557,3818,0
6,2014,Colorado,12549,9343,600,720
6,2014,Connecticut,4293,1647,70,0
6,2014,Delaware,1451,1146,62,63
6,2014,District of Columbia,21,1,0,0
6,2014,Florida,33636,17047,1569,1403
6,2014,Georgia,9625,6006,216,342
6,2014,Guam,84,42,13,6
6,2014,Hawaii,0,0,0,0
6,2014,Idaho,2220,3190,105,128
6,2014,Illinois,15406,8740,0,570
6,2014,Indiana,13069,8702,530,415
6,2014,Iowa,146,1614,18,4
6,2014,Kansas,3682,3604,172,219
6,2014,Kentucky,6061,5196,157,387
6,2014,Louisiana,9220,6868,546,440
6,2014,Maine,2065,2185,95,110
6,2014,Mariana Islands,0,1,0,0
6,2014,Maryland,2383,3641,91,15
6,2014,Massachusetts,4060,2021,305,123
6,2014,Michigan,7041,6044,242,139
6,2014,Minnesota,6592,6796,288,273
6,2014,Mississippi,4596,3664,138,235
6,2014,Missouri,13225,9673,584,688
6,2014,Montana,2469,3630,73,186
6,2014,Nebraska,89,1144,4,3
6,2014,Nevada,3695,2418,189,220
6,2014,New Hampshire,3214,2561,54,0
6,2014,New Jersey,4018,2493,138,0
6,2014,New Mexico,4237,3269,208,220
6,2014,New York,6991,9201,343,123
6,2014,North Carolina,751,8702,360,198
6,2014,North Dakota,1191,2114,37,62
6,2014,Ohio,18471,13177,947,840
6,2014,Oklahoma,9705,7568,649,699
6,2014,Oregon,8731,7689,0,0
6,2014,Pennsylvania,33261,6077,0,0
6,2014,Puerto Rico,930,204,16,19
6,2014,Rhode Island,657,487,26,75
6,2014,South Carolina,5911,3745,260,215
6,2014,South Dakota,1794,2468,73,134
6,2014,Tennessee,14563,10004,0,663
6,2014,Texas,34426,27426,2067,1798
6,2014,Utah,2182,2654,100,100
6,2014,Vermont,867,787,48,32
6,2014,Virgin Islands,19,2,0,1
6,2014,Virginia,14711,11017,623,0
6,2014,Washington,11690,8253,825,456
6,2014,West Virginia,4786,4290,148,305
6,2014,Wisconsin,7922,7111,349,36
6,2014,Wyoming,1503,1774,76,92
5,2014,Alabama,12872,8807,502,620
5,2014,Alaska,2990,3161,139,187
5,2014,Arizona,9112,6065,582,435
5,2014,Arkansas,3931,3869,102,252
5,2014,California,38192,26630,3879,0
5,2014,Colorado,13775,10818,693,863
5,2014,Connecticut,4837,1900,68,0
5,2014,Delaware,1790,1671,61,56
5,2014,District of Columbia,29,2,0,0
5,2014,Florida,35254,17504,1756,1518
5,2014,Georgia,10127,6051,301,404
5,2014,Guam,77,58,22,9
5,2014,Hawaii,0,0,0,0
5,2014,Idaho,2436,3399,91,151
5,2014,Illinois,17848,9308,0,650
5,2014,Indiana,15395,9454,677,597
5,2014,Iowa,120,1659,19,6
5,2014,Kansas,4155,3779,213,259
5,2014,Kentucky,6668,5294,160,445
5,2014,Louisiana,9196,6921,429,511
5,2014,Maine,2546,2571,86,134
5,2014,Mariana Islands,0,0,0,0
5,2014,Maryland,2532,3877,69,15
5,2014,Massachusetts,4713,2294,293,166
5,2014,Michigan,8422,6988,299,160
5,2014,Minnesota,7285,7633,332,295
5,2014,Mississippi,5337,3706,146,245
5,2014,Missouri,14385,9810,590,749
5,2014,Montana,2516,3735,80,207
5,2014,Nebraska,107,1323,12,1
5,2014,Nevada,3740,2535,217,259
5,2014,New Hampshire,3831,2802,61,1
5,2014,New Jersey,4856,2871,181,0
5,2014,New Mexico,4577,3520,270,251
5,2014,New York,8008,10682,444,111
5,2014,North Carolina,767,8557,394,216
5,2014,North Dakota,1496,2549,59,82
5,2014,Ohio,21891,14553,1013,1030
5,2014,Oklahoma,9927,7324,684,768
5,2014,Oregon,9636,8199,0,0
5,2014,Pennsylvania,38001,6871,0,0
5,2014,Puerto Rico,1084,232,5,28
5,2014,Rhode Island,745,592,35,91
5,2014,South Carolina,6444,3875,310,220
