month,year,state,permit,handgun,long_gun,other,multiple
7,2008,Hawaii,611,0,0,,0
7,2008,Idaho,1240,1400,2569,,94
7,2008,Illinois,29776,5375,5732,,364
7,2008,Indiana,0,6082,5998,,236
7,2008,Iowa,3616,32,1703,,4
7,2008,Kansas,0,3191,3144,,171
7,2008,Kentucky,169773,6014,5549,,400
7,2008,Louisiana,0,6367,6411,,235
7,2008,Maine,0,1290,2017,,62
7,2008,Mariana Islands,0,0,0,,0
7,2008,Maryland,0,3068,2458,,7
7,2008,Massachusetts,6404,1533,1061,,64
7,2008,Michigan,13406,1942,6986,,54
7,2008,Minnesota,7150,3565,5861,,122
7,2008,Mississippi,850,3622,3615,,163
7,2008,Missouri,597,9283,7425,,361
7,2008,Montana,518,1716,3053,,128
7,2008,Nebraska,1411,6,1319,,2
7,2008,Nevada,819,3233,2102,,174
7,2008,New Hampshire,1455,1694,1629,,2
7,2008,New Jersey,0,1573,1251,,65
7,2008,New Mexico,442,2845,2896,,154
7,2008,New York,2854,3312,7014,,48
7,2008,North Carolina,11574,157,7190,,108
7,2008,North Dakota,271,552,1806,,18
7,2008,Ohio,0,10124,8893,,418
7,2008,Oklahoma,0,5543,4827,,426
7,2008,Oregon,9,4896,5980,,269
7,2008,Pennsylvania,170,0,38032,,69
7,2008,Puerto Rico,0,424,79,,14
7,2008,Rhode Island,0,410,326,,94
7,2008,South Carolina,2586,4372,3129,,168
7,2008,South Dakota,0,824,2033,,50
7,2008,Tennessee,83,10258,7114,,454
7,2008,Texas,6552,21521,21065,,1083
7,2008,Utah,18241,1978,2653,,100
7,2008,Vermont,0,660,840,,26
7,2008,Virgin Islands,84,24,6,,0
7,2008,Virginia,0,9811,8040,,261
7,2008,Washington,5611,6686,6654,,268
7,2008,West Virginia,0,3018,3673,,198
7,2008,Wisconsin,0,3448,5699,,2
7,2008,Wyoming,467,967,1505,,61
6,2008,Alabama,0,7212,7196,,322
6,2008,Alaska,0,1523,1900,,76
6,2008,Arizona,2631,5471,4301,,229
6,2008,Arkansas,2518,3245,3362,,206
6,2008,California,24310,18065,14947,,0
6,2008,Colorado,0,8017,7825,,3149
6,2008,Connecticut,5361,2554,2123,,57
6,2008,Delaware,0,523,476,,14
6,2008,District of Columbia,0,0,16,,0
6,2008,Florida,0,21317,10823,,729
6,2008,Georgia,8516,6697,4721,,304
6,2008,Guam,0,10,25,,1
6,2008,Hawaii,608,0,0,,0
6,2008,Idaho,1412,1627,2923,,99
6,2008,Illinois,25659,5228,5228,,263
6,2008,Indiana,0,5701,5690,,201
6,2008,Iowa,3341,17,1663,,1
6,2008,Kansas,0,3292,2851,,172
6,2008,Kentucky,132683,5696,5034,,373
6,2008,Louisiana,0,6605,5196,,218
6,2008,Maine,0,1420,1863,,90
6,2008,Mariana Islands,0,0,0,,0
6,2008,Maryland,0,2620,2539,,4
6,2008,Massachusetts,6339,1602,1127,,56
6,2008,Michigan,12732,1907,7336,,65
6,2008,Minnesota,7256,3612,5949,,134
6,2008,Mississippi,818,3504,3179,,158
6,2008,Missouri,641,9100,7286,,357
6,2008,Montana,515,1746,3479,,139
6,2008,Nebraska,1283,4,1256,,1
6,2008,Nevada,1253,2517,1801,,129
6,2008,New Hampshire,1262,1735,1785,,36
6,2008,New Jersey,0,1503,1124,,63
6,2008,New Mexico,254,2985,3098,,229
6,2008,New York,2867,3099,7173,,42
6,2008,North Carolina,10704,190,7042,,117
6,2008,North Dakota,323,595,1819,,22
6,2008,Ohio,0,9483,8069,,403
6,2008,Oklahoma,0,5447,4631,,415
6,2008,Oregon,46,5220,7084,,285
6,2008,Pennsylvania,163,0,35944,,111
6,2008,Puerto Rico,0,373,88,,13
6,2008,Rhode Island,0,377,296,,71
6,2008,South Carolina,2409,4198,2754,,122
6,2008,South Dakota,0,877,1994,,56
6,2008,Tennessee,0,9823,6702,,380
6,2008,Texas,8254,22732,20558,,1033
6,2008,Utah,8630,2027,3059,,97
6,2008,Vermont,0,573,651,,21
6,2008,Virgin Islands,111,45,2,,1
6,2008,Virginia,0,7661,6765,,247
6,2008,Washington,6071,7067,7939,,294
6,2008,West Virginia,0,2760,3511,,160
6,2008,Wisconsin,0,3420,6108,,0
6,2008,Wyoming,552,1062,1574,,74
5,2008,Alabama,0,7993,7889,,378
5,2008,Alaska,0,1712,2200,,106
5,2008,Arizona,3411,6553,5000,,260
5,2008,Arkansas,3067,3407,3586,,241
5,2008,California,30359,18442,16004,,0
5,2008,Colorado,0,8469,8336,,3116
5,2008,Connecticut,5975,2946,2374,,60
5,2008,Delaware,0,594,551,,17
5,2008,District of Columbia,0,0,0,,0
5,2008,Florida,0,22085,11565,,777
5,2008,Georgia,8395,7303,5135,,290
5,2008,Guam,0,18,18,,0
5,2008,Hawaii,564,0,0,,0
5,2008,Idaho,193,1819,3315,,1414
5,2008,Illinois,28665,6268,6334,,296
5,2008,Indiana,0,7065,6543,,246
5,2008,Iowa,4277,30,1841,,0
5,2008,Kansas,0,3483,3306,,177
5,2008,Kentucky,134814,6204,5802,,440
5,2008,Louisiana,0,6353,4974,,266
5,2008,Maine,0,1453,2106,,122
5,2008,Mariana Islands,0,0,0,,0
5,2008,Maryland,0,2862,2642,,10
5,2008,Massachusetts,7065,1912,1208,,58
5,2008,Michigan,13823,2026,8249,,53
5,2008,Minnesota,7951,4072,6206,,168
5,2008,Mississippi,628,4015,3343,,194
5,2008,Missouri,722,10138,8025,,411
5,2008,Montana,640,1885,4303,,177
5,2008,Nebraska,1556,7,1422,,2
5,2008,Nevada,1127,2818,2004,,159
5,2008,New Hampshire,1549,1847,1846,,10
5,2008,New Jersey,0,1654,1262,,48
5,2008,New Mexico,287,3128,3087,,164
5,2008,New York,3099,3571,8632,,71
5,2008,North Carolina,11456,254,7720,,119
5,2008,North Dakota,501,689,1828,,39
5,2008,Ohio,0,11634,9167,,459
5,2008,Oklahoma,0,6086,5451,,422
5,2008,Oregon,11,5676,7197,,290
5,2008,Pennsylvania,175,1,40339,,112
5,2008,Puerto Rico,0,361,86,,15
5,2008,Rhode Island,0,497,373,,76
5,2008,South Carolina,3023,4706,2914,,179
5,2008,South Dakota,0,1060,2277,,60
5,2008,Tennessee,0,10393,6999,,391
5,2008,Texas,8123,23216,21460,,1178
5,2008,Utah,5494,2537,3498,,124
5,2008,Vermont,0,662,898,,37
5,2008,Virgin Islands,136,31,3,,1
5,2008,Virginia,0,9485,7777,,294
5,2008,Washington,6768,7419,7598,,294
5,2008,West Virginia,0,3229,3863,,228
5,2008,Wisconsin,0,3951,7200,,2
5,2008,Wyoming,269,1134,1833,,74
4,2008,Alabama,0,7947,7434,,330
4,2008,Alaska,0,1788,2552,,89
4,2008,Arizona,3539,6569,4968,,261
4,2008,Arkansas,2631,3410,4165,,188
4,2008,California,31568,18892,16152,,0
4,2008,Colorado,0,8592,8811,,2613
4,2008,Connecticut,6089,3151,2701,,52
4,2008,Delaware,0,666,624,,60
4,2008,District of Columbia,0,0,0,,0
4,2008,Florida,0,22873,11925,,803
4,2008,Georgia,9082,7386,5485,,285
4,2008,Guam,0,10,27,,0
4,2008,Hawaii,746,0,0,,0
4,2008,Idaho,1895,1858,3474,,97
4,2008,Illinois,37487,6230,6643,,304
4,2008,Indiana,0,6798,7163,,268
4,2008,Iowa,5273,26,2931,,5
4,2008,Kansas,0,3982,3991,,184
4,2008,Kentucky,132704,5904,6809,,387
4,2008,Louisiana,0,6576,5069,,241
4,2008,Maine,0,1500,2180,,107
4,2008,Mariana Islands,0,0,0,,0
4,2008,Maryland,841,2304,3040,,7
4,2008,Massachusetts,8019,2116,1484,,55
4,2008,Michigan,15995,2343,9766,,63
4,2008,Minnesota,9365,5417,9752,,193
4,2008,Mississippi,666,3737,3457,,167
4,2008,Missouri,790,10621,10465,,396
4,2008,Montana,623,1883,3863,,140
4,2008,Nebraska,1815,6,1737,,0
4,2008,Nevada,894,2738,2119,,120
4,2008,New Hampshire,1964,1911,2167,,6
4,2008,New Jersey,0,1624,1351,,66
4,2008,New Mexico,372,3016,3192,,173
4,2008,New York,3435,3955,10703,,59
4,2008,North Carolina,12897,206,8394,,126
4,2008,North Dakota,489,721,2104,,29
4,2008,Ohio,0,12773,10745,,519
4,2008,Oklahoma,0,6830,6547,,429
4,2008,Oregon,56,6090,8196,,302
4,2008,Pennsylvania,199,0,45631,,117
4,2008,Puerto Rico,0,316,86,,14
4,2008,Rhode Island,0,450,376,,104
4,2008,South Carolina,2659,4714,3114,,151
4,2008,South Dakota,0,1226,2583,,70
4,2008,Tennessee,0,10360,7144,,411
4,2008,Texas,9331,22491,20257,,1220
4,2008,Utah,4522,2800,3500,,115
4,2008,Vermont,0,701,1162,,34
4,2008,Virgin Islands,122,34,2,,0
4,2008,Virginia,0,12221,8622,,303
4,2008,Washington,6801,7891,8233,,306
4,2008,West Virginia,0,3199,4379,,196
4,2008,Wisconsin,0,4802,11642,,0
4,2008,Wyoming,382,1120,1830,,72
3,2008,Alabama,3,10021,10942,,399
3,2008,Alaska,0,1780,2203,,118
3,2008,Arizona,3696,6961,5394,,339
3,2008,Arkansas,4654,4087,4980,,201
3,2008,California,33791,21050,19758,,0
3,2008,Colorado,0,9748,9936,,2717
3,2008,Connecticut,5771,3517,3042,,51
3,2008,Delaware,0,666,656,,17
3,2008,District of Columbia,0,0,0,,0
3,2008,Florida,0,23888,13781,,771
3,2008,Georgia,8439,9057,7895,,365
3,2008,Guam,0,15,11,,1
3,2008,Hawaii,689,0,0,,0
3,2008,Idaho,2055,2161,4018,,240
3,2008,Illinois,37059,8214,9393,,555
3,2008,Indiana,0,9545,9961,,315
3,2008,Iowa,6271,38,4141,,4
3,2008,Kansas,0,4660,4719,,252
3,2008,Kentucky,127741,7352,8536,,423
3,2008,Louisiana,0,7566,6554,,252
3,2008,Maine,0,1803,2390,,108
3,2008,Mariana Islands,0,0,0,,0
3,2008,Maryland,854,2446,3454,,6
3,2008,Massachusetts,8790,2540,1710,,63
3,2008,Michigan,16242,2771,12182,,83
3,2008,Minnesota,8966,5819,10560,,212
3,2008,Mississippi,610,4495,5055,,221
3,2008,Missouri,736,13170,12317,,499
3,2008,Montana,694,2071,4153,,168
3,2008,Nebraska,2244,11,2178,,3
3,2008,Nevada,911,3519,2651,,153
3,2008,New Hampshire,1754,1983,2094,,5
3,2008,New Jersey,0,1664,1591,,57
3,2008,New Mexico,562,3485,3816,,157
3,2008,New York,3339,4263,11056,,71
3,2008,North Carolina,12871,289,10270,,111
3,2008,North Dakota,277,857,2370,,36
3,2008,Ohio,0,15096,12216,,684
3,2008,Oklahoma,0,7121,6599,,476
3,2008,Oregon,147,6730,9643,,347
3,2008,Pennsylvania,236,0,55553,,219
3,2008,Puerto Rico,0,330,89,,15
3,2008,Rhode Island,0,560,443,,119
3,2008,South Carolina,3659,6156,4534,,177
3,2008,South Dakota,0,1439,2899,,70
3,2008,Tennessee,0,11968,9589,,449
3,2008,Texas,6004,26012,23400,,1384
3,2008,Utah,2956,2836,3952,,127
3,2008,Vermont,0,802,1212,,23
3,2008,Virgin Islands,59,14,2,,1
3,2008,Virginia,0,12481,9553,,303
3,2008,Washington,8172,8423,9169,,310
3,2008,West Virginia,0,4175,5142,,253
3,2008,Wisconsin,0,5257,14027,,1
3,2008,Wyoming,353,1347,2037,,56
2,2008,Alabama,0,10248,11972,,470
2,2008,Alaska,0,1609,1814,,93
2,2008,Arizona,3810,7710,5991,,338
2,2008,Arkansas,2305,5245,6391,,371
2,2008,California,25754,17693,15933,,0
2,2008,Colorado,1,9169,9438,,2269
2,2008,Connecticut,5316,3068,2730,,60
2,2008,Delaware,0,629,703,,48
2,2008,District of Columbia,0,1,52,,0
2,2008,Florida,0,23891,14570,,843
2,2008,Georgia,8859,10542,8896,,450
2,2008,Guam,0,13,23,,0
2,2008,Hawaii,562,0,0,,0
2,2008,Idaho,1855,2018,3605,,206
2,2008,Illinois,31687,7275,8002,,411
2,2008,Indiana,0,8796,8951,,308
2,2008,Iowa,5487,30,3184,,3
2,2008,Kansas,0,4522,4569,,238
2,2008,Kentucky,125305,8925,9523,,650
2,2008,Louisiana,0,8438,7284,,286
2,2008,Maine,0,1356,1995,,88
2,2008,Mariana Islands,0,0,0,,0
2,2008,Maryland,1006,2688,3809,,14
2,2008,Massachusetts,7646,1986,1322,,67
2,2008,Michigan,14820,2291,10296,,66
2,2008,Minnesota,7202,4671,8015,,210
2,2008,Mississippi,541,5843,6247,,274
2,2008,Missouri,479,12985,12143,,492
2,2008,Montana,638,1817,3332,,185
2,2008,Nebraska,2300,13,2085,,4
2,2008,Nevada,808,3209,2344,,186
2,2008,New Hampshire,1240,1797,1722,,10
2,2008,New Jersey,0,1483,1461,,58
2,2008,New Mexico,175,3496,3861,,316
2,2008,New York,3452,3766,10003,,47
2,2008,North Carolina,14192,330,11974,,194
2,2008,North Dakota,533,718,1968,,34
2,2008,Ohio,0,14693,11940,,577
2,2008,Oklahoma,0,7937,7510,,560
2,2008,Oregon,59,5848,7882,,318
2,2008,Pennsylvania,218,0,46330,,97
2,2008,Puerto Rico,0,451,91,,12
2,2008,Rhode Island,0,441,437,,95
2,2008,South Carolina,2891,7339,5176,,220
2,2008,South Dakota,0,1335,2856,,91
2,2008,Tennessee,0,13818,10829,,534
2,2008,Texas,6723,27766,25882,,1588
2,2008,Utah,1562,2687,4137,,139
2,2008,Vermont,0,775,1137,,29
2,2008,Virgin Islands,125,13,1,,0
2,2008,Virginia,0,13359,10525,,334
2,2008,Washington,6768,8534,8546,,386
2,2008,West Virginia,0,4220,5402,,324
2,2008,Wisconsin,0,4853,10213,,1
2,2008,Wyoming,339,1169,1785,,67
1,2008,Alabama,0,9304,9156,,464
1,2008,Alaska,0,1395,1563,,84
1,2008,Arizona,4499,6176,5162,,305
1,2008,Arkansas,1542,3696,5681,,285
1,2008,California,26268,17524,15080,,0
1,2008,Colorado,0,7893,8324,,1840
1,2008,Connecticut,5752,3283,2996,,61
1,2008,Delaware,0,529,693,,20
1,2008,District of Columbia,0,1,0,,0
1,2008,Florida,0,21902,14496,,791
1,2008,Georgia,7450,8618,8225,,341
1,2008,Guam,0,12,15,,0
1,2008,Hawaii,642,0,0,,0
1,2008,Idaho,1143,1609,2983,,103
1,2008,Illinois,36532,6366,7633,,347
1,2008,Indiana,0,8132,8355,,298
1,2008,Iowa,7250,27,2986,,4
1,2008,Kansas,0,3953,4583,,201
1,2008,Kentucky,124155,7357,8139,,567
1,2008,Louisiana,0,7101,8290,,273
1,2008,Maine,0,1341,1771,,76
1,2008,Mariana Islands,0,0,0,,0
1,2008,Maryland,656,2262,3243,,7
1,2008,Massachusetts,7830,2076,1491,,69
1,2008,Michigan,14502,2234,9252,,74
1,2008,Minnesota,7433,4206,6493,,144
1,2008,Mississippi,721,4556,8022,,213
1,2008,Missouri,508,10799,10749,,400
1,2008,Montana,463,1336,2655,,144
1,2008,Nebraska,2249,7,1970,,0
1,2008,Nevada,617,2390,1930,,132
1,2008,New Hampshire,1376,1786,1778,,22
1,2008,New Jersey,0,1411,1589,,51
1,2008,New Mexico,337,2808,3159,,152
1,2008,New York,3173,3799,9442,,55
1,2008,North Carolina,12536,224,10862,,151
1,2008,North Dakota,248,699,1984,,39
1,2008,Ohio,0,12322,13587,,649
1,2008,Oklahoma,0,6291,6573,,497
1,2008,Oregon,43,5439,6638,,279
1,2008,Pennsylvania,259,0,44398,,96
1,2008,Puerto Rico,0,501,94,,21
1,2008,Rhode Island,0,422,401,,98
1,2008,South Carolina,2217,5136,4754,,191
1,2008,South Dakota,0,1107,2560,,72
1,2008,Tennessee,0,11125,9150,,489
1,2008,Texas,4806,24005,26358,,1417
1,2008,Utah,3273,2424,3734,,107
1,2008,Vermont,0,567,725,,21
1,2008,Virgin Islands,100,32,2,,0
1,2008,Virginia,0,9903,9371,,273
1,2008,Washington,7097,7637,7277,,329
1,2008,West Virginia,0,3326,4727,,280
1,2008,Wisconsin,0,3679,7574,,1
1,2008,Wyoming,223,885,1499,,62
12,2007,Alabama,0,10877,23192,,461
12,2007,Alaska,0,2227,3234,,98
12,2007,Arizona,1888,7678,9370,,331
12,2007,Arkansas,2555,4741,13939,,247
12,2007,California,23638,18279,20378,,0
12,2007,Colorado,1,9359,14562,,1921
12,2007,Connecticut,4398,3077,3558,,75
12,2007,Delaware,0,597,1508,,27
12,2007,District of Columbia,0,1,0,,0
12,2007,Florida,0,23703,24625,,917
12,2007,Georgia,4850,10296,21868,,455
12,2007,Guam,0,10,26,,0
12,2007,Hawaii,544,0,0,,0
12,2007,Idaho,1120,2364,6581,,124
12,2007,Illinois,27329,6639,12126,,423
12,2007,Indiana,0,7943,14213,,341
12,2007,Iowa,6234,23,6371,,3
12,2007,Kansas,0,3946,8716,,241
12,2007,Kentucky,121387,9547,17620,,567
12,2007,Louisiana,0,8474,22360,,344
12,2007,Maine,0,1172,3138,,68
12,2007,Mariana Islands,0,0,0,,0
12,2007,Maryland,610,2093,5974,,4
12,2007,Massachusetts,6209,1970,1687,,56
12,2007,Michigan,11328,2327,17095,,78
12,2007,Minnesota,5252,4258,11430,,151
12,2007,Mississippi,593,5073,19981,,273
12,2007,Missouri,377,11779,19402,,438
12,2007,Montana,333,2108,5903,,134
12,2007,Nebraska,2132,1,4774,,1
12,2007,Nevada,659,3255,3832,,166
12,2007,New Hampshire,1107,1650,2415,,6
12,2007,New Jersey,0,1270,2355,,37
12,2007,New Mexico,217,3509,5988,,250
12,2007,New York,3066,3263,14674,,56
12,2007,North Carolina,9735,265,24934,,109
12,2007,North Dakota,170,656,3125,,24
12,2007,Ohio,0,13589,22970,,625
12,2007,Oklahoma,0,6978,13444,,467
12,2007,Oregon,62,6502,13106,,323
12,2007,Pennsylvania,177,0,53300,,118
12,2007,Puerto Rico,0,593,103,,23
12,2007,Rhode Island,0,358,490,,99
12,2007,South Carolina,1688,6008,11940,,204
12,2007,South Dakota,0,1088,4696,,80
12,2007,Tennessee,0,13549,21021,,556
12,2007,Texas,0,30442,58440,,1549
12,2007,Utah,2971,3542,9392,,139
12,2007,Vermont,0,513,1257,,11
12,2007,Virgin Islands,12,29,3,,1
12,2007,Virginia,0,11571,18884,,349
12,2007,Washington,6145,7995,12543,,309
12,2007,West Virginia,0,4051,9789,,224
12,2007,Wisconsin,0,4178,12216,,0
12,2007,Wyoming,226,1284,3314,,56
11,2007,Alabama,0,7144,16218,,426
11,2007,Alaska,0,1463,2350,,74
11,2007,Arizona,2369,5306,6280,,272
11,2007,Arkansas,3056,2973,11585,,239
11,2007,California,30034,16000,17876,,0
11,2007,Colorado,0,7016,11638,,1402
11,2007,Connecticut,4673,2788,3462,,72
11,2007,Delaware,0,460,1231,,20
11,2007,District of Columbia,0,0,0,,0
11,2007,Florida,0,18959,18123,,753
11,2007,Georgia,5226,6257,13484,,277
11,2007,Guam,0,12,31,,0
11,2007,Hawaii,564,0,0,,0
11,2007,Idaho,1188,1532,4578,,90
11,2007,Illinois,34487,5377,11499,,336
11,2007,Indiana,0,6508,14549,,266
11,2007,Iowa,4686,33,6855,,6
11,2007,Kansas,0,3038,8267,,262
11,2007,Kentucky,120446,6122,13173,,502
11,2007,Louisiana,0,5545,16178,,291
11,2007,Maine,0,1083,3562,,58
11,2007,Mariana Islands,0,0,0,,0
11,2007,Maryland,580,1763,6045,,6
11,2007,Massachusetts,8673,1748,1861,,71
11,2007,Michigan,10721,1843,19169,,62
11,2007,Minnesota,4846,2984,11054,,135
11,2007,Mississippi,563,3319,16248,,221
11,2007,Missouri,454,8292,15950,,361
11,2007,Montana,383,1358,4039,,124
11,2007,Nebraska,1702,0,4077,,0
11,2007,Nevada,732,2179,2663,,117
11,2007,New Hampshire,1703,1546,2592,,8
11,2007,New Jersey,0,1239,2511,,35
11,2007,New Mexico,223,2563,4108,,167
11,2007,New York,2823,2934,16062,,59
11,2007,North Carolina,8706,209,18387,,111
11,2007,North Dakota,247,453,3294,,26
11,2007,Ohio,0,10308,23350,,618
11,2007,Oklahoma,0,4681,10130,,474
11,2007,Oregon,61,5000,8646,,281
11,2007,Pennsylvania,177,0,55498,,144
11,2007,Puerto Rico,0,502,91,,15
11,2007,Rhode Island,0,334,492,,91
11,2007,South Carolina,1719,3898,7987,,156
11,2007,South Dakota,0,728,4620,,52
11,2007,Tennessee,0,9250,15432,,475
11,2007,Texas,0,19042,37621,,1299
11,2007,Utah,5713,2539,6139,,112
11,2007,Vermont,0,452,1480,,24
11,2007,Virgin Islands,51,23,2,,0
11,2007,Virginia,0,8729,15816,,281
11,2007,Washington,5857,6612,9469,,289
11,2007,West Virginia,0,2583,9690,,231
11,2007,Wisconsin,0,3399,16032,,7
11,2007,Wyoming,233,908,2202,,57
10,2007,Alabama,0,6484,10262,,338
10,2007,Alaska,0,1589,2778,,129
10,2007,Arizona,2279,5171,5736,,251
10,2007,Arkansas,1678,2845,8662,,295
10,2007,California,39519,15250,15040,,0
10,2007,Colorado,0,6768,11167,,1726
10,2007,Connecticut,5072,2958,3131,,61
10,2007,Delaware,0,501,886,,20
10,2007,District of Columbia,0,3,0,,0
10,2007,Florida,0,18709,15066,,725
10,2007,Georgia,4166,5810,11085,,295
10,2007,Guam,0,17,34,,0
10,2007,Hawaii,605,0,0,,0
10,2007,Idaho,1163,1457,4742,,105
10,2007,Illinois,34634,5503,9571,,282
10,2007,Indiana,0,5491,9858,,289
10,2007,Iowa,4871,14,5261,,3
10,2007,Kansas,0,3280,6405,,196
10,2007,Kentucky,120994,5768,10749,,488
10,2007,Louisiana,0,6113,13402,,283
10,2007,Maine,0,1414,5843,,121
10,2007,Mariana Islands,0,0,0,,0
10,2007,Maryland,751,1943,4589,,6
10,2007,Massachusetts,10516,1769,1738,,59
10,2007,Michigan,12445,1901,15839,,60
10,2007,Minnesota,6404,3438,18622,,144
10,2007,Mississippi,667,3378,9528,,191
10,2007,Missouri,608,9728,15754,,424
10,2007,Montana,416,1484,6554,,149
10,2007,Nebraska,1962,0,3664,,0
10,2007,Nevada,517,2209,2015,,120
10,2007,New Hampshire,2153,1580,2923,,8
10,2007,New Jersey,0,1303,1969,,44
10,2007,New Mexico,267,2730,3698,,143
10,2007,New York,3088,3227,15540,,57
10,2007,North Carolina,9531,194,13016,,104
10,2007,North Dakota,200,518,5127,,23
10,2007,Ohio,0,9598,16284,,509
10,2007,Oklahoma,0,5318,8521,,456
10,2007,Oregon,13,4412,8032,,258
10,2007,Pennsylvania,222,0,51900,,216
10,2007,Puerto Rico,0,603,120,,22
10,2007,Rhode Island,0,377,455,,79
10,2007,South Carolina,2157,3832,5818,,135
10,2007,South Dakota,0,786,6571,,57
10,2007,Tennessee,0,8917,11361,,413
10,2007,Texas,0,18392,32269,,1165
10,2007,Utah,5533,2012,5083,,98
10,2007,Vermont,0,533,1696,,24
10,2007,Virgin Islands,111,20,1,,1
10,2007,Virginia,0,8479,11801,,293
10,2007,Washington,6868,6882,9622,,334
10,2007,West Virginia,0,2613,7557,,234
10,2007,Wisconsin,0,3607,16496,,2
10,2007,Wyoming,276,785,2185,,50
9,2007,Alabama,0,6361,9837,,303
9,2007,Alaska,0,1162,2249,,71
9,2007,Arizona,2165,5468,5778,,255
9,2007,Arkansas,1350,2715,7149,,212
9,2007,California,50148,14631,15650,,0
9,2007,Colorado,0,6214,9780,,1531
9,2007,Connecticut,3939,2010,2167,,35
9,2007,Delaware,0,477,702,,24
9,2007,District of Columbia,0,1,0,,0
9,2007,Florida,0,17555,13315,,654
9,2007,Georgia,3016,5589,8574,,328
9,2007,Guam,0,9,20,,0
9,2007,Hawaii,545,0,0,,0
9,2007,Idaho,1092,1679,4838,,127
9,2007,Illinois,33186,4638,7590,,267
9,2007,Indiana,0,5002,8163,,239
9,2007,Iowa,3659,14,3685,,2
9,2007,Kansas,0,2878,5326,,191
9,2007,Kentucky,117369,5356,8547,,418
9,2007,Louisiana,0,5572,10055,,246
9,2007,Maine,0,1383,4066,,105
9,2007,Mariana Islands,0,0,0,,0
9,2007,Maryland,500,1615,3658,,7
9,2007,Massachusetts,10520,1534,1411,,50
9,2007,Michigan,10111,1685,14585,,56
9,2007,Minnesota,5792,3537,16878,,167
9,2007,Mississippi,604,3000,7143,,174
9,2007,Missouri,500,10468,11745,,396
9,2007,Montana,453,1642,5567,,164
9,2007,Nebraska,1507,0,2816,,0
9,2007,Nevada,637,2097,2165,,109
9,2007,New Hampshire,2171,1554,2703,,16
9,2007,New Jersey,0,1227,1539,,39
9,2007,New Mexico,253,2487,3463,,130
9,2007,New York,3354,2992,13961,,42
9,2007,North Carolina,7634,181,11052,,93
9,2007,North Dakota,269,506,3729,,23
9,2007,Ohio,0,8506,14391,,441
9,2007,Oklahoma,0,4390,6956,,391
9,2007,Oregon,85,4751,10062,,276
9,2007,Pennsylvania,204,0,45529,,116
9,2007,Puerto Rico,0,561,135,,13
9,2007,Rhode Island,0,330,404,,62
9,2007,South Carolina,1502,3573,5140,,161
9,2007,South Dakota,0,831,4743,,79
9,2007,Tennessee,0,8158,9396,,369
9,2007,Texas,1783,17096,33983,,1131
9,2007,Utah,5941,2132,5106,,110
9,2007,Vermont,0,565,1408,,26
9,2007,Virgin Islands,127,15,1,,1
9,2007,Virginia,0,11689,10323,,270
9,2007,Washington,5687,5705,9207,,289
9,2007,West Virginia,0,2515,6045,,183
9,2007,Wisconsin,0,3453,14404,,0
9,2007,Wyoming,220,840,2451,,79
8,2007,Alabama,0,7155,7975,,360
8,2007,Alaska,0,1499,2713,,102
8,2007,Arizona,2604,5604,6373,,278
8,2007,Arkansas,1268,2948,5478,,285
8,2007,California,30631,15483,17331,,5639
8,2007,Colorado,0,7146,9911,,1516
8,2007,Connecticut,4490,2257,2148,,53
8,2007,Delaware,0,480,658,,26
8,2007,District of Columbia,0,1,0,,0
8,2007,Florida,0,19278,12899,,757
8,2007,Georgia,3159,6537,8541,,280
8,2007,Guam,0,10,28,,0
8,2007,Hawaii,537,0,0,,0
8,2007,Idaho,1332,1601,3795,,116
8,2007,Illinois,32333,5159,8193,,368
8,2007,Indiana,0,5944,8451,,254
8,2007,Iowa,3468,19,2822,,1
8,2007,Kansas,0,3155,4988,,216
8,2007,Kentucky,116884,5814,8072,,465
8,2007,Louisiana,0,5938,9086,,289
8,2007,Maine,0,1195,2669,,72
8,2007,Mariana Islands,0,0,0,,0
8,2007,Maryland,816,1744,3492,,5
8,2007,Massachusetts,11774,1773,1320,,84
8,2007,Michigan,10660,1929,10959,,55
8,2007,Minnesota,5394,3755,12143,,156
8,2007,Mississippi,586,3616,7109,,225
8,2007,Missouri,2083,6769,11859,,243
8,2007,Montana,428,1741,4297,,162
8,2007,Nebraska,1638,3,2442,,2
8,2007,Nevada,714,2571,2157,,127
8,2007,New Hampshire,1803,1347,1973,,23
8,2007,New Jersey,0,1403,1444,,50
8,2007,New Mexico,267,2751,3335,,144
8,2007,New York,3196,3181,9579,,50
8,2007,North Carolina,9290,204,10690,,98
8,2007,North Dakota,263,476,2425,,26
8,2007,Ohio,0,8688,11876,,387
8,2007,Oklahoma,0,5187,7372,,436
8,2007,Oregon,11,4530,7346,,298
8,2007,Pennsylvania,286,0,46903,,103
8,2007,Puerto Rico,0,578,208,,20
8,2007,Rhode Island,0,339,368,,58
8,2007,South Carolina,2009,3760,5010,,145
8,2007,South Dakota,0,827,3347,,57
8,2007,Tennessee,0,8705,9930,,442
8,2007,Texas,10598,18786,33112,,1209
8,2007,Utah,3850,2098,4196,,116
8,2007,Vermont,0,530,919,,26
8,2007,Virgin Islands,43,28,4,,1
8,2007,Virginia,0,12187,9222,,277
8,2007,Washington,5804,6214,8031,,300
8,2007,West Virginia,0,2770,4840,,196
8,2007,Wisconsin,0,3331,10834,,3
8,2007,Wyoming,300,918,2052,,57
7,2007,Alabama,0,6172,5382,,329
